,qid,order,query,bm25.map
26760,SemSearch_LS-6,-1,boroughs of New York City,0.228
26761,SemSearch_LS-6,bt_bing_french,New York City Boroughs,0.228
26762,SemSearch_LS-6,bt_bing_korean,Boroughs of New York City,0.228
26763,SemSearch_LS-6,conceptluster.topn5.3.bm25,boroughs new york city borough new york city,0.228
26764,SemSearch_LS-6,conceptluster.topn5.3.qld,boroughs new york city borough new york city,0.228
26765,SemSearch_LS-6,docluster.topn10.3.bm25,boroughs of new york city,0.228
26766,SemSearch_LS-6,docluster.topn10.3.qld,boroughs of new york city,0.228
26767,SemSearch_LS-6,original,boroughs of New York City,0.228
26768,SemSearch_LS-6,rm3.topn10.10.0.5.bm25,boroughs of New York City,0.228
26769,SemSearch_LS-6,rm3.topn10.10.0.5.qld,boroughs of New York City,0.228
26770,SemSearch_LS-6,stem.krovetz,borough of new york city,0.228
26771,SemSearch_LS-6,stem.paicehusk,borough of new york city,0.228
26772,SemSearch_LS-6,stem.porter,borough of new york citi,0.228
26773,SemSearch_LS-6,stem.porter2,borough of new york citi,0.228
26774,SemSearch_LS-6,stem.sstemmer,borough of new york city,0.228
26775,SemSearch_LS-6,termluster.topn5.3.bm25,boroughs new york city,0.228
26776,SemSearch_LS-6,termluster.topn5.3.qld,boroughs new york city,0.228
26777,SemSearch_LS-6,thesaurus.topn3,boroughs new york city,0.228
26778,SemSearch_LS-6,thesaurus.topn3.replace,boroughs new york city,0.228
26779,SemSearch_LS-6,tagmee.topn3,boroughs new york city Borough New York City New York City,0.2199
26780,SemSearch_LS-6,tagmee.topn3.replace,Borough New York City New York City,0.2199
26781,SemSearch_LS-6,sensedisambiguation,boroughs borough of New raw York City,0.0796
26782,SemSearch_LS-6,wiki.topn3,boroughs new york city upper manhattan tremont bronx castlhill bronx borough new york city metropolitan areas new york populated coastal places new york populated places hudson river new york city,0.074
26783,SemSearch_LS-6,glove.topn3,boroughs new york city wards york same new manhattan town,0.0626
26784,SemSearch_LS-6,wiki.topn3.replace,upper manhattan tremont bronx castlhill bronx borough new york city metropolitan areas new york populated coastal places new york populated places hudson river new york city,0.0537
26785,SemSearch_LS-6,bt_nllb_german,Districts of the City of New York,0.05
26786,SemSearch_LS-6,bt_nllb_tamil,The district of New York City,0.05
26787,SemSearch_LS-6,bt_nllb_russian,New York City counties,0.0411
26788,SemSearch_LS-6,bt_nllb_chinese_yue,New York City is a city,0.0287
26789,SemSearch_LS-6,bt_nllb_arabic,New York City,0.026
26790,SemSearch_LS-6,stem.trunc5,borou of new york city,0.0223
26791,SemSearch_LS-6,relevancefeedback.topn10.bm25,boroughs of new york city bronx citi queen jame station,0.0206
26792,SemSearch_LS-6,bt_bing_malay,New York City Boro,0.0194
26793,SemSearch_LS-6,stem.trunc4,boro of new york city,0.0194
26794,SemSearch_LS-6,bt_bing_german,Municipalities of New York City,0.0156
26795,SemSearch_LS-6,wordnet.topn3,boroughs new york city fresh novel House of York metropolis urban center,0.0155
26796,SemSearch_LS-6,bt_nllb_swahili,villages in New York City,0.0125
26797,SemSearch_LS-6,relevancefeedback.topn10.qld,boroughs of new york city fire citi polic,0.0098
26798,SemSearch_LS-6,conceptnet.topn3,boroughs new york city new york city modern old House of York capital town,0.0058
26799,SemSearch_LS-6,anchor.topn3,boroughs new york city bibalayeva forms new yappin york endnote i york educ york librari,0.0043
26800,SemSearch_LS-6,anchor.topn3.replace,boroughs bibalayeva forms new yappin york endnote i york educ york librari city,0.0037
26801,SemSearch_LS-6,stem.lovins,borough of new york cit,0.0035
26802,SemSearch_LS-6,bt_bing_tamil,Metropolises of New York City,0.0017
26803,SemSearch_LS-6,word2vec.topn3,boroughs new york city brand new newer newest orleans zealand london town metropolis,0.0015
26804,SemSearch_LS-6,glove.topn3.replace,wards york same new manhattan town,0.0012
26805,SemSearch_LS-6,sensedisambiguation.replace,borough of raw york city,0.0005
26806,SemSearch_LS-6,wordnet.topn3.replace,boroughs freshly raw House of York metropolis urban center,0.0005
26807,SemSearch_LS-6,bertqe.topn10.bm25,name kaufman act attribut kaufman,0.0
26808,SemSearch_LS-6,bertqe.topn10.qld,transport law new york,0.0
26809,SemSearch_LS-6,bt_bing_arabic,New York City neighborhoods,0.0
26810,SemSearch_LS-6,bt_bing_chinese_simplified,Administrative District of New York City,0.0
26811,SemSearch_LS-6,bt_bing_persian,New York City Areas,0.0
26812,SemSearch_LS-6,bt_bing_russian,Neighborhoods of New York,0.0
26813,SemSearch_LS-6,bt_bing_swahili,Places in New York,0.0
26814,SemSearch_LS-6,bt_nllb_french,New York City neighborhoods,0.0
26815,SemSearch_LS-6,bt_nllb_korean,The old city of New York,0.0
26816,SemSearch_LS-6,bt_nllb_malay,New York City area,0.0
26817,SemSearch_LS-6,bt_nllb_persian,The people of New York City,0.0
26818,SemSearch_LS-6,conceptnet.topn3.replace,new york city city modern old House of York capital town,0.0
26819,SemSearch_LS-6,word2vec.topn3.replace,boroughs brand new newer newest orleans zealand london town metropolis,0.0
26820,SemSearch_LS-7,-1,Branches of the US military,0.0753
26821,SemSearch_LS-7,wiki.topn3,branches us military combat endurance medium transport helicopter regiment b vasilek military branch national guard thunited states activduty joint chiefs staff united states armed forces,0.1291
26822,SemSearch_LS-7,wiki.topn3.replace,combat endurance medium transport helicopter regiment b vasilek military branch national guard thunited states activduty joint chiefs staff united states armed forces,0.094
26823,SemSearch_LS-7,bt_bing_swahili,Branches of the United States military,0.0756
26824,SemSearch_LS-7,bt_bing_malay,US military branch,0.0753
26825,SemSearch_LS-7,docluster.topn10.3.bm25,branches of the us military,0.0753
26826,SemSearch_LS-7,docluster.topn10.3.qld,branches of the us military,0.0753
26827,SemSearch_LS-7,original,Branches of the US military,0.0753
26828,SemSearch_LS-7,rm3.topn10.10.0.5.bm25,Branches of the US military,0.0753
26829,SemSearch_LS-7,rm3.topn10.10.0.5.qld,Branches of the US military,0.0753
26830,SemSearch_LS-7,stem.krovetz,branch of the us military,0.0753
26831,SemSearch_LS-7,stem.porter,branch of the us militari,0.0753
26832,SemSearch_LS-7,stem.porter2,branch of the us militari,0.0753
26833,SemSearch_LS-7,stem.sstemmer,branche of the us military,0.0753
26834,SemSearch_LS-7,termluster.topn5.3.bm25,branches us military,0.0753
26835,SemSearch_LS-7,termluster.topn5.3.qld,branches us military,0.0753
26836,SemSearch_LS-7,thesaurus.topn3,branches us military,0.0753
26837,SemSearch_LS-7,thesaurus.topn3.replace,branches us military,0.0753
26838,SemSearch_LS-7,conceptluster.topn5.3.bm25,branches us military military branch united states armed forces,0.0583
26839,SemSearch_LS-7,conceptluster.topn5.3.qld,branches us military military branch united states armed forces,0.0583
26840,SemSearch_LS-7,tagmee.topn3,branches us military Military branch United States Armed Forces,0.0583
26841,SemSearch_LS-7,tagmee.topn3.replace,Military branch United States Armed Forces,0.0582
26842,SemSearch_LS-7,wordnet.topn3,branches us military ramification subdivision arm United States uracil u armed forces armed services war machine,0.0235
26843,SemSearch_LS-7,relevancefeedback.topn10.qld,branches of the us military battl arm armi state militari camouflag intellig,0.0123
26844,SemSearch_LS-7,anchor.topn3,branches us military u s nzami sotrak,0.0062
26845,SemSearch_LS-7,relevancefeedback.topn10.bm25,branches of the us military battl state kelli unit oper geometri artilleri société armi,0.005
26846,SemSearch_LS-7,glove.topn3,branches us military piyanart u s u s army forces,0.0048
26847,SemSearch_LS-7,word2vec.topn3,branches us military braches ourselves me us civilian non military miltary,0.0031
26848,SemSearch_LS-7,bt_bing_chinese_simplified,Branches of the U S military,0.0017
26849,SemSearch_LS-7,bt_bing_french,Branches of the U S Military,0.0017
26850,SemSearch_LS-7,bt_bing_german,Branches of the U S Military,0.0017
26851,SemSearch_LS-7,bt_nllb_arabic,The branches of the U S military,0.0017
26852,SemSearch_LS-7,bt_nllb_chinese_yue,A branch of the U S military,0.0017
26853,SemSearch_LS-7,bt_nllb_german,Branches of the U S Military,0.0017
26854,SemSearch_LS-7,bt_nllb_korean,The branch of the U S military,0.0017
26855,SemSearch_LS-7,bt_nllb_persian,The branches of the U S military,0.0017
26856,SemSearch_LS-7,bt_nllb_russian,Branches of the U S Military,0.0017
26857,SemSearch_LS-7,bt_nllb_tamil,The branches of the U S military,0.0017
26858,SemSearch_LS-7,anchor.topn3.replace,branches u s nzami sotrak military,0.0016
26859,SemSearch_LS-7,bt_bing_arabic,Branches of the U S Army,0.0015
26860,SemSearch_LS-7,bt_bing_persian,U S Army Branches,0.0015
26861,SemSearch_LS-7,bt_bing_tamil,Branches of the U S Army,0.0015
26862,SemSearch_LS-7,bt_nllb_french,Branches of the U S Army,0.0015
26863,SemSearch_LS-7,bt_nllb_malay,Branch of the U S Army,0.0015
26864,SemSearch_LS-7,wordnet.topn3.replace,ramification outgrowth ramify the States u armed forces military machine,0.0013
26865,SemSearch_LS-7,bt_nllb_swahili,U S Military Industries,0.0006
26866,SemSearch_LS-7,bt_bing_korean,Classes in the U S Army,0.0005
26867,SemSearch_LS-7,glove.topn3.replace,piyanart u s u s army forces,0.0003
26868,SemSearch_LS-7,bertqe.topn10.bm25,from evanston illinoi old right,0.0
26869,SemSearch_LS-7,bertqe.topn10.qld,polici throughout entir us armi,0.0
26870,SemSearch_LS-7,bt_bing_russian,U S Branch,0.0
26871,SemSearch_LS-7,conceptnet.topn3,branches us military tree trees nest dollar sky army rank captain,0.0
26872,SemSearch_LS-7,conceptnet.topn3.replace,tree trees nest dollar sky army rank captain,0.0
26873,SemSearch_LS-7,sensedisambiguation,Branches outgrowth of the US uranium military,0.0
26874,SemSearch_LS-7,sensedisambiguation.replace,outgrowth of the uranium military,0.0
26875,SemSearch_LS-7,stem.lovins,branch of th us milit,0.0
26876,SemSearch_LS-7,stem.paicehusk,branch of the us milit,0.0
26877,SemSearch_LS-7,stem.trunc4,bran of the us mili,0.0
26878,SemSearch_LS-7,stem.trunc5,branc of the us milit,0.0
26879,SemSearch_LS-7,word2vec.topn3.replace,braches ourselves me us civilian non military miltary,0.0
26880,SemSearch_LS-8,-1,continents in the world,0.201
26881,SemSearch_LS-8,bt_bing_arabic,Continents in the world,0.201
26882,SemSearch_LS-8,bt_bing_german,Continents in the world,0.201
26883,SemSearch_LS-8,bt_bing_korean,Continents of the World,0.201
26884,SemSearch_LS-8,bt_bing_malay,continents of the world,0.201
26885,SemSearch_LS-8,bt_bing_persian,continents in the world,0.201
26886,SemSearch_LS-8,bt_bing_russian,continents in the world,0.201
26887,SemSearch_LS-8,bt_bing_swahili,Continents in the world,0.201
26888,SemSearch_LS-8,bt_bing_tamil,Continents in the World,0.201
26889,SemSearch_LS-8,bt_nllb_arabic,The continents of the world,0.201
26890,SemSearch_LS-8,bt_nllb_chinese_yue,The continent of the world,0.201
26891,SemSearch_LS-8,bt_nllb_french,the continents of the world,0.201
26892,SemSearch_LS-8,bt_nllb_german,Continents of the World,0.201
26893,SemSearch_LS-8,bt_nllb_korean,The continent of the world,0.201
26894,SemSearch_LS-8,bt_nllb_malay,Continents of the world,0.201
26895,SemSearch_LS-8,bt_nllb_persian,The Continents of the World,0.201
26896,SemSearch_LS-8,bt_nllb_russian,the continents of the world,0.201
26897,SemSearch_LS-8,bt_nllb_swahili,continents in the world,0.201
26898,SemSearch_LS-8,bt_nllb_tamil,The Continents of the World,0.201
26899,SemSearch_LS-8,conceptluster.topn5.3.bm25,continents world continent world,0.201
26900,SemSearch_LS-8,conceptluster.topn5.3.qld,continents world world continent,0.201
26901,SemSearch_LS-8,docluster.topn10.3.bm25,continents in the world,0.201
26902,SemSearch_LS-8,docluster.topn10.3.qld,continents in the world,0.201
26903,SemSearch_LS-8,original,continents in the world,0.201
26904,SemSearch_LS-8,rm3.topn10.10.0.5.bm25,continents in the world,0.201
26905,SemSearch_LS-8,rm3.topn10.10.0.5.qld,continents in the world,0.201
26906,SemSearch_LS-8,stem.krovetz,continent in the world,0.201
26907,SemSearch_LS-8,stem.paicehusk,contin in the world,0.201
26908,SemSearch_LS-8,stem.porter,contin in the world,0.201
26909,SemSearch_LS-8,stem.porter2,contin in the world,0.201
26910,SemSearch_LS-8,stem.sstemmer,continent in the world,0.201
26911,SemSearch_LS-8,tagmee.topn3,continents world Continent World,0.201
26912,SemSearch_LS-8,tagmee.topn3.replace,Continent World,0.201
26913,SemSearch_LS-8,termluster.topn5.3.bm25,continents world,0.201
26914,SemSearch_LS-8,termluster.topn5.3.qld,continents world,0.201
26915,SemSearch_LS-8,thesaurus.topn3,continents world,0.201
26916,SemSearch_LS-8,thesaurus.topn3.replace,continents world,0.201
26917,SemSearch_LS-8,conceptnet.topn3,continents world countries land masses,0.0936
26918,SemSearch_LS-8,bt_bing_chinese_simplified,All continents of the world,0.0529
26919,SemSearch_LS-8,wiki.topn3,continents world pangaea afro eurasia atlantica continent world international multinational corporation world,0.0459
26920,SemSearch_LS-8,sensedisambiguation,continents continent in the world worldly concern,0.0366
26921,SemSearch_LS-8,word2vec.topn3,continents world oceans landmasses globe country,0.0235
26922,SemSearch_LS-8,anchor.topn3,continents world world list pekōrya mou,0.0203
26923,SemSearch_LS-8,wiki.topn3.replace,pangaea afro eurasia atlantica continent world international multinational corporation world,0.0146
26924,SemSearch_LS-8,relevancefeedback.topn10.bm25,continents in the world museum drum asia dragon scienc time gf,0.0084
26925,SemSearch_LS-8,anchor.topn3.replace,continents world list pekōrya mou,0.0063
26926,SemSearch_LS-8,word2vec.topn3.replace,oceans landmasses globe country,0.0045
26927,SemSearch_LS-8,conceptnet.topn3.replace,countries land masses world,0.002
26928,SemSearch_LS-8,sensedisambiguation.replace,continent in the worldly concern,0.0019
26929,SemSearch_LS-8,bertqe.topn10.bm25,salvador unit state sport competit,0.0
26930,SemSearch_LS-8,bertqe.topn10.qld,categori street children sport competit,0.0
26931,SemSearch_LS-8,bt_bing_french,continents around the world,0.0
26932,SemSearch_LS-8,glove.topn3,continents world piyanart time ever,0.0
26933,SemSearch_LS-8,glove.topn3.replace,piyanart time ever,0.0
26934,SemSearch_LS-8,relevancefeedback.topn10.qld,continents in the world scienc gf volleybal ii figur goal museum spw,0.0
26935,SemSearch_LS-8,stem.lovins,continens in th world,0.0
26936,SemSearch_LS-8,stem.trunc4,cont in the worl,0.0
26937,SemSearch_LS-8,stem.trunc5,conti in the world,0.0
26938,SemSearch_LS-8,wordnet.topn3,continents world human race humans existence,0.0
26939,SemSearch_LS-8,wordnet.topn3.replace,continents populace mankind reality,0.0
26940,SemSearch_LS-9,-1,degrees of Eastern Orthodox monasticism,0.1718
26941,SemSearch_LS-9,bt_bing_persian,Eastern Orthodox Monastic Monasticism,0.3552
26942,SemSearch_LS-9,tagmee.topn3.replace,Degrees of Eastern Orthodox monasticism Eastern Orthodox Church Eastern Christian monasticism Monasticism,0.2664
26943,SemSearch_LS-9,wiki.topn3.replace,klobuk epanokalimavkion epimanikia degrees eastern orthodox monasticism christianity middle east eastern christianity history eastern orthodoxy eastern orthodox church ecthesis eulogius alexandria theophanes thbranded eastern christian monasticism mary bethany hagiography syrian christian monks monasticism,0.2564
26944,SemSearch_LS-9,stem.paicehusk,degr of eastern orthodox monast,0.2276
26945,SemSearch_LS-9,stem.porter,degre of eastern orthodox monastic,0.2276
26946,SemSearch_LS-9,stem.porter2,degre of eastern orthodox monastic,0.2276
26947,SemSearch_LS-9,wiki.topn3,degrees eastern orthodox monasticism klobuk epanokalimavkion epimanikia degrees eastern orthodox monasticism christianity middle east eastern christianity history eastern orthodoxy eastern orthodox church ecthesis eulogius alexandria theophanes thbranded eastern christian monasticism mary bethany hagiography syrian christian monks monasticism,0.2226
26948,SemSearch_LS-9,conceptluster.topn5.3.bm25,degrees eastern orthodox monasticism eastern orthodox church degrees eastern orthodox monasticism eastern christian monasticism monasticism,0.2176
26949,SemSearch_LS-9,conceptluster.topn5.3.qld,degrees eastern orthodox monasticism monasticism eastern christian monasticism eastern orthodox church degrees eastern orthodox monasticism,0.2176
26950,SemSearch_LS-9,tagmee.topn3,degrees eastern orthodox monasticism Degrees of Eastern Orthodox monasticism Eastern Orthodox Church Eastern Christian monasticism Monasticism,0.2176
26951,SemSearch_LS-9,bt_nllb_chinese_yue,The degree of Eastern Orthodox monks,0.1727
26952,SemSearch_LS-9,bt_nllb_persian,Degrees of Eastern Orthodox monks,0.1727
26953,SemSearch_LS-9,bt_bing_french,Degrees of Eastern Orthodox Monasticism,0.1718
26954,SemSearch_LS-9,bt_bing_german,Degrees of Eastern Orthodox monasticism,0.1718
26955,SemSearch_LS-9,bt_bing_malay,degrees of Eastern Orthodox monasticism,0.1718
26956,SemSearch_LS-9,bt_bing_russian,Degrees of Eastern Orthodox Monasticism,0.1718
26957,SemSearch_LS-9,bt_bing_swahili,Degree of Eastern Orthodox monasticism,0.1718
26958,SemSearch_LS-9,bt_nllb_french,degrees of monasticism in the Eastern Orthodox,0.1718
26959,SemSearch_LS-9,bt_nllb_german,Degree of Eastern Orthodox Monasticism,0.1718
26960,SemSearch_LS-9,bt_nllb_korean,Degree in Eastern Orthodox Monasticism,0.1718
26961,SemSearch_LS-9,bt_nllb_russian,degree of Eastern Orthodox monasticism,0.1718
26962,SemSearch_LS-9,docluster.topn10.3.bm25,degrees of eastern orthodox monasticism,0.1718
26963,SemSearch_LS-9,docluster.topn10.3.qld,degrees of eastern orthodox monasticism,0.1718
26964,SemSearch_LS-9,original,degrees of Eastern Orthodox monasticism,0.1718
26965,SemSearch_LS-9,relevancefeedback.topn10.qld,degrees of eastern orthodox monasticism,0.1718
26966,SemSearch_LS-9,rm3.topn10.10.0.5.bm25,degrees of Eastern Orthodox monasticism,0.1718
26967,SemSearch_LS-9,rm3.topn10.10.0.5.qld,degrees of Eastern Orthodox monasticism,0.1718
26968,SemSearch_LS-9,sensedisambiguation.replace,degree of eastern orthodox monasticism,0.1718
26969,SemSearch_LS-9,stem.krovetz,degree of eastern orthodox monasticism,0.1718
26970,SemSearch_LS-9,stem.sstemmer,degree of eastern orthodox monasticism,0.1718
26971,SemSearch_LS-9,termluster.topn5.3.bm25,degrees eastern orthodox monasticism,0.1718
26972,SemSearch_LS-9,termluster.topn5.3.qld,degrees eastern orthodox monasticism,0.1718
26973,SemSearch_LS-9,thesaurus.topn3,degrees eastern orthodox monasticism,0.1718
26974,SemSearch_LS-9,thesaurus.topn3.replace,degrees eastern orthodox monasticism,0.1718
26975,SemSearch_LS-9,bt_bing_tamil,Titles of Eastern Orthodox Monasticism,0.1699
26976,SemSearch_LS-9,conceptnet.topn3,degrees eastern orthodox monasticism temperature confectioners sugar Christian,0.1669
26977,SemSearch_LS-9,glove.topn3,degrees eastern orthodox monasticism celsius western southeastern christians churches asceticism cenobitic,0.1626
26978,SemSearch_LS-9,stem.lovins,degree of eastern orthodox monast,0.1599
26979,SemSearch_LS-9,sensedisambiguation,degrees degree of Eastern Orthodox monasticism,0.1517
26980,SemSearch_LS-9,bt_bing_arabic,Degrees of Eastern Orthodox Order,0.1488
26981,SemSearch_LS-9,bertqe.topn10.qld,schema ryassophor degre orthodox monastic,0.1428
26982,SemSearch_LS-9,word2vec.topn3,degrees eastern orthodox monasticism degress western northern southern non orthodox heterodox orthodoxy monastic asceticism,0.1428
26983,SemSearch_LS-9,word2vec.topn3.replace,degress western northern southern non orthodox heterodox orthodoxy monastic asceticism,0.1286
26984,SemSearch_LS-9,relevancefeedback.topn10.bm25,degrees of eastern orthodox monasticism church russian,0.1235
26985,SemSearch_LS-9,wordnet.topn3,degrees eastern orthodox monasticism grade point easterly Jewish Orthodox Eastern Orthodox,0.1134
26986,SemSearch_LS-9,bertqe.topn10.bm25,schemanun great schema rassaphor hieroschemamonk,0.1111
26987,SemSearch_LS-9,bt_nllb_malay,Eastern Orthodox monastic level,0.1021
26988,SemSearch_LS-9,bt_nllb_arabic,Eastern Orthodox religious degrees,0.0958
26989,SemSearch_LS-9,glove.topn3.replace,celsius western southeastern christians churches asceticism cenobitic,0.0874
26990,SemSearch_LS-9,wordnet.topn3.replace,academic degree level easterly Greek Orthodox Eastern Orthodox monasticism,0.0667
26991,SemSearch_LS-9,anchor.topn3,degrees eastern orthodox monasticism coral belli western ewt elroum archbishopric valiyapally,0.058
26992,SemSearch_LS-9,bt_nllb_tamil,The steps of the Eastern Orthodox Monastery,0.0317
26993,SemSearch_LS-9,bt_bing_korean,Degrees of Eastern Orthodox monasteries,0.0253
26994,SemSearch_LS-9,anchor.topn3.replace,degrees coral belli western ewt elroum archbishopric valiyapally monasticism,0.0226
26995,SemSearch_LS-9,bt_bing_chinese_simplified,The degree of Orthodox monasteries,0.0187
26996,SemSearch_LS-9,conceptnet.topn3.replace,temperature confectioners sugar Christian monasticism,0.0131
26997,SemSearch_LS-9,bt_nllb_swahili,standards of the Eastern Orthodox religion,0.0
26998,SemSearch_LS-9,stem.trunc4,degr of east orth mona,0.0
26999,SemSearch_LS-9,stem.trunc5,degre of easte ortho monas,0.0
27000,TREC_Entity-1,-1,Carriers that Blackberry makes phones for.,0.018
27001,TREC_Entity-1,bt_bing_arabic,The telecom companies for which BlackBerry manufactures phones,0.022
27002,TREC_Entity-1,relevancefeedback.topn10.qld,carriers that blackberry makes phones for blackberri mobil access game,0.0202
27003,TREC_Entity-1,wordnet.topn3,carriers blackberry makes phones common carrier mailman postman blackberry bush shuffle micturate pee pee call sound earphone,0.0199
27004,TREC_Entity-1,anchor.topn3,carriers blackberry makes phones,0.018
27005,TREC_Entity-1,anchor.topn3.replace,carriers blackberry makes phones,0.018
27006,TREC_Entity-1,bt_bing_korean,Blackberry is the carrier that makes the phone,0.018
27007,TREC_Entity-1,bt_bing_malay,The carrier that Blackberry makes the phone for,0.018
27008,TREC_Entity-1,bt_nllb_german,The carrier that Blackberry makes phones for,0.018
27009,TREC_Entity-1,bt_nllb_russian,The carriers Blackberry makes phones for,0.018
27010,TREC_Entity-1,bt_nllb_tamil,Carriers that make Blackberry phones,0.018
27011,TREC_Entity-1,docluster.topn10.3.bm25,carriers that blackberry makes phones for,0.018
27012,TREC_Entity-1,docluster.topn10.3.qld,carriers that blackberry makes phones for,0.018
27013,TREC_Entity-1,original,Carriers that Blackberry makes phones for,0.018
27014,TREC_Entity-1,relevancefeedback.topn10.bm25,carriers that blackberry makes phones for game access spb blackberri mobil,0.018
27015,TREC_Entity-1,rm3.topn10.10.0.5.bm25,Carriers that Blackberry makes phones for.,0.018
27016,TREC_Entity-1,rm3.topn10.10.0.5.qld,Carriers that Blackberry makes phones for.,0.018
27017,TREC_Entity-1,stem.krovetz,carrier that blackberry make phone for,0.018
27018,TREC_Entity-1,stem.porter,carrier that blackberri make phone for,0.018
27019,TREC_Entity-1,stem.porter2,carrier that blackberri make phone for,0.018
27020,TREC_Entity-1,stem.sstemmer,carrier that blackberry make phone for,0.018
27021,TREC_Entity-1,termluster.topn5.3.bm25,carriers blackberry makes phones,0.018
27022,TREC_Entity-1,termluster.topn5.3.qld,carriers blackberry makes phones,0.018
27023,TREC_Entity-1,thesaurus.topn3,carriers blackberry makes phones,0.018
27024,TREC_Entity-1,thesaurus.topn3.replace,carriers blackberry makes phones,0.018
27025,TREC_Entity-1,bt_bing_russian,Carriers for whom Blackberry makes phones,0.0178
27026,TREC_Entity-1,glove.topn3,carriers blackberry makes phones airlines smartphone smartphones telephones cellphones,0.0167
27027,TREC_Entity-1,bt_bing_tamil,Carriers that make up BlackBerry phones,0.0157
27028,TREC_Entity-1,bt_bing_french,The carriers for which Blackberry makes phones,0.0136
27029,TREC_Entity-1,wordnet.topn3.replace,mailman mail carrier attack aircraft carrier blackberry bush earn realise crap telephone set speech sound telephone,0.0128
27030,TREC_Entity-1,wiki.topn3,carriers blackberry makes phones evolved hspa g cdma mobile network operator rubus blackberry os googlplay blackberry mobile telecommunication services mobile phones mobile telecommunications mobile phone,0.0123
27031,TREC_Entity-1,conceptluster.topn5.3.bm25,carriers blackberry makes phones mobile network operator blackberry mobile phone,0.0122
27032,TREC_Entity-1,conceptluster.topn5.3.qld,carriers blackberry makes phones mobile network operator mobile phone blackberry,0.0122
27033,TREC_Entity-1,tagmee.topn3,carriers blackberry makes phones Mobile network operator BlackBerry Mobile phone,0.0122
27034,TREC_Entity-1,sensedisambiguation,Carriers mailman that Blackberry makes make phones telephone for,0.0118
27035,TREC_Entity-1,bt_bing_persian,Phones that BlackBerry makes for them,0.0117
27036,TREC_Entity-1,bt_nllb_korean,BlackBerry is a telecommunications company that makes cell phones,0.0117
27037,TREC_Entity-1,bt_nllb_arabic,The carrier engines that BlackBerry makes phones in,0.0108
27038,TREC_Entity-1,wiki.topn3.replace,evolved hspa g cdma mobile network operator rubus blackberry os googlplay blackberry mobile telecommunication services mobile phones mobile telecommunications mobile phone,0.0093
27039,TREC_Entity-1,bt_bing_swahili,The carriers that Blackberry makes phone calls to,0.009
27040,TREC_Entity-1,bt_nllb_french,Operators for whom Blackberry makes phones,0.0059
27041,TREC_Entity-1,bt_nllb_swahili,The operators for whom Blackberry makes phones,0.0059
27042,TREC_Entity-1,conceptnet.topn3,carriers blackberry makes phones drupelet practice ring call plural of phone,0.0057
27043,TREC_Entity-1,word2vec.topn3,carriers blackberry makes phones non carrier berry renders considers telephones handsets,0.0055
27044,TREC_Entity-1,bt_bing_german,Network operator for whom Blackberry manufactures phones,0.0054
27045,TREC_Entity-1,bt_bing_chinese_simplified,BlackBerry is the operator for which it manufactures mobile phones,0.0048
27046,TREC_Entity-1,sensedisambiguation.replace,mailman that blackberry make telephone for,0.004
27047,TREC_Entity-1,bt_nllb_malay,The operator that Blackberry made the phone for,0.0037
27048,TREC_Entity-1,tagmee.topn3.replace,Mobile network operator BlackBerry Mobile phone,0.003
27049,TREC_Entity-1,word2vec.topn3.replace,non carrier berry renders considers telephones handsets,0.0006
27050,TREC_Entity-1,stem.paicehusk,carry that blackberry mak phon for,0.0004
27051,TREC_Entity-1,bertqe.topn10.bm25,access wifi call wifi call,0.0
27052,TREC_Entity-1,bertqe.topn10.qld,ip similarentitynam gener access network,0.0
27053,TREC_Entity-1,bt_nllb_chinese_yue,The carrier that makes phones,0.0
27054,TREC_Entity-1,bt_nllb_persian,He built a cell phone lock,0.0
27055,TREC_Entity-1,conceptnet.topn3.replace,carriers drupelet practice ring call plural of phone,0.0
27056,TREC_Entity-1,glove.topn3.replace,airlines smartphone smartphones makes telephones cellphones,0.0
27057,TREC_Entity-1,stem.lovins,car that blackber mak phon for,0.0
27058,TREC_Entity-1,stem.trunc4,carr that blac make phon for,0.0
27059,TREC_Entity-1,stem.trunc5,carri that black makes phone for,0.0
27060,TREC_Entity-10,-1,Campuses of Indiana University.,0.0455
27061,TREC_Entity-10,bt_bing_persian,Indiana University,0.2321
27062,TREC_Entity-10,bt_bing_swahili,Indiana University,0.2321
27063,TREC_Entity-10,bt_nllb_tamil,at the University of Indiana,0.2321
27064,TREC_Entity-10,bt_bing_arabic,Indiana University Campus,0.1537
27065,TREC_Entity-10,bt_bing_chinese_simplified,Indiana University Campus,0.1537
27066,TREC_Entity-10,bt_bing_french,Indiana University Campus,0.1537
27067,TREC_Entity-10,bt_bing_german,Indiana University campus,0.1537
27068,TREC_Entity-10,bt_bing_korean,Indiana University campus,0.1537
27069,TREC_Entity-10,bt_bing_malay,Indiana University campus,0.1537
27070,TREC_Entity-10,bt_nllb_chinese_yue,The campus of Indiana University,0.1537
27071,TREC_Entity-10,bt_nllb_korean,The Indiana University campus,0.1537
27072,TREC_Entity-10,bt_nllb_malay,The campus of Indiana University,0.1537
27073,TREC_Entity-10,bt_nllb_russian,On the campus of Indiana University,0.1537
27074,TREC_Entity-10,sensedisambiguation.replace,campus of indiana university,0.1537
27075,TREC_Entity-10,stem.krovetz,campus of indiana university,0.1537
27076,TREC_Entity-10,relevancefeedback.topn10.qld,campuses of indiana university univers informat,0.1049
